,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
263662,4,Simple,"Nice simple watch. Light works ok, not the greatest. My only real complaint is that I need a longer watch band because of my large wrists. I still recommend .",[],B000GAWSDG,B09TXZHKLG,AEPDB2OSPKYL75W5EM4B64DFXLLA,2019-05-03 16:01:40.187,0,True
263717,1,Poor quality,I have owned this brand of watch for 35yrs and I have been a huge fan until recently.  In a matter of 5 weeks two watches have cracked on the face and have leaked water.  Very disappointed and I have bought my last Casio.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61dgQspen2L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61dgQspen2L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61dgQspen2L.jpg', 'attachment_type': 'IMAGE'}]",B000GAWSDG,B09TXZHKLG,AGMH2BWKLJBRCBXPACVCM6GJJVZA,2020-08-17 21:12:36.536,0,True
264518,5,Good Value,This watch was a Gift for my Grandson and he seems to be enjoying it.<br />it is only the latest watch from Casio that I've purchased.,[],B000GAWSDG,B09TXZHKLG,AH5YWLNK6S6BPXXVIKTCARMNRSYQ,2013-11-29 03:30:53.000,0,True
264572,3,Good basic watch,Cheap watch with basic functions,[],B01N7XKNSX,B09TXZHKLG,AGPKRZ4ABMOYC6ZFH2PVOYKEDFDA,2019-06-21 17:00:48.060,0,True
265166,5,Super cute and durable!,I purchased this watch two times - first time in 2017 and again last month to replace the original (it was lost). This watch holds up to daily wear and looks great after years of usage. I purchased this watch for my boyfriend and he loves the green watch face.,[],B07BQXXNQY,B09TXZHKLG,AHLVHJBXQACCHO4IUD6QZ67ZIPMA,2021-05-01 20:13:05.645,0,True
265336,5,Excelente.,Excelente.,[],B000GAWSDG,B09TXZHKLG,AFLSXNDHJ7XYARFUR4RUY3U67EFA,2020-11-12 14:51:05.849,0,True
265361,5,OK,"Works for me, 11 bucks, good beater.",[],B000GAWSDG,B09TXZHKLG,AHITTLQOSYRSCC3BPCEBQIRX7ULQ,2020-06-15 18:35:53.708,0,True
265463,5,Early 90s watch at an early 90s price!,"This may not be the flashy statement that someone decided men's watches need to be, but it does everything that it needs to and then some. It has a very early 90s aesthetic to it, and offers a just-bright enough light, stopwatch, day/date, and a chirpy little alarm. Simple, easy to use, extremely clear display, and the resin watchband will outlast the wrist you strap it onto. If I had one complaint, it would be that it's a little too easy to accidentally switch this watch into 24 hour mode by pressing the alarm on/off button. That being said, it's just as easy to switch back, so it's not a big issue. Whether you're a late 90s aficionado, or just looking for a rock solid watch for less than 15.00, you could do a lot worse than this Casio.",[],B000GAWSDG,B09TXZHKLG,AHNGUKKWYRSHALQUURBLN4NVRBGQ,2017-04-06 18:43:22.000,2,True
265604,5,Five Stars,Love the retro look.,[],B000GAWSDG,B09TXZHKLG,AGW6BI5KPPUZHMGKJHMOWTENA4PQ,2016-12-27 23:52:50.000,0,True
266576,3,The light is not good. It is small and light and the band ...,"A cheap, basic watch. It tells time, has an alarm and stopwatch and has an option for a 24 hour clock. The light is not good. It is small and light and the band is made for people with small wrists.",[],B000GAWSDG,B09TXZHKLG,AFUBQTYT736I4D5NNFREJYVG6CZA,2017-09-28 03:35:32.958,0,True
266581,5,BEWARE it's smaller than it looks,"I like the watch and read great things about it's durability, water resistance and lots more but didn't realize how small the watch face and straps are, other than that I have nothing bad to say, and we'll see how long it lasts.",[],B000GAWSDG,B09TXZHKLG,AH5SJUNBZZZCGUBO5IW5LQRUBK6A,2019-03-23 17:06:15.961,0,True
266625,5,basic cheap old school watch. not the cool kind of old school though. the boring kind.,"So far so good, this watch is as advertised. I can't speak to the now famous terrist capabilities, but the watch part seems to be pretty solid. Seems really nice for the price. It's not particularly comfortable but then I wasn't really expecting it to be. I just keep it hanging on the wall or stuffed in my backpack most of the time, and bust it out when I need it.",[],B000GAWSDG,B09TXZHKLG,AHTAV7C2DPZ7LYKL3G5HBDRNPXYQ,2013-12-10 00:18:04.000,0,True
266674,2,Two Stars,Far smaller than I thought it would be.,[],B000GAWSDG,B09TXZHKLG,AG3GQ5JKWUY4YM2LY23JG5ID3OQQ,2017-06-26 12:48:46.417,1,True
266988,5,Nice,My son love it.,[],B000GAWSDG,B09TXZHKLG,AFSNEJB3WLWU2EI66CQZZIM6J6TQ,2021-11-18 16:04:05.310,0,True
267942,5,Works very well.,Great quality.,[],B000GAWSDG,B09TXZHKLG,AF23I434Y2DG4U6BDG7B2PKH3YCA,2022-07-22 01:55:34.553,0,True
267964,5,Hands down the best value watch of all time.,"I'm into watches and have a collection of about a dozen which range from Swiss automatics to digitals like this one. I have had amazing luck these Casios in terms of reliability and water resistance. I've worn these everywhere from the ocean to the shower and never had an issue. I wouldn't necessarily recommend that someone do that, but I've never had a leak. This watch has all the features you need with a cool retro look to match.<br /><br />I've owned a few rectangular G Shock watches as well. I prefer the understated looks of this F91W, however, the G Shocks in the $40 range have a few noticeable upgrades. For one, I have turned the alarm on my F91W a few times when I've fallen asleep wearing it. The issue is there are no guards around the buttons, so they are fairly easy to push accidentally. The other is the lights on G Shocks have been better in my experience.<br /><br />Overall this watch is extremely easy to recommend for a feature rich, simple, inexpensive digital watch.",[],B000GAWSDG,B09TXZHKLG,AHXED6ENQMDE36NFKVPHUAZOGBFQ,2022-01-17 05:10:21.403,0,True
267969,5,Classically 'alright',This is a very good watch. Simple but not too simple and a neat accessory,[],B000GAWSDG,B09TXZHKLG,AHX3ARB3HYOCPSDTZX5HQKMTHXUQ,2018-10-08 17:55:22.638,0,True
268004,1,👎,Wasn’t what I thought It was!!,[],B000GAWSDG,B09TXZHKLG,AGLYXJZF26STIH257K55QAWLX2XA,2019-06-30 10:22:36.007,0,True
268742,1,Arrived damaged,"Item arrived completely destroyed. The item was shipped with zero protective material, literally a cheap box in a plastic bag. The screen was so damaged it was unreadable. I've requested a return only to discover I have to pay for the return shipping... seriously? As if the damage was my fault.",[],B000GAWSDG,B09TXZHKLG,AEFF2BKZCPCWCDBRNLGZVPT4QMDA,2019-04-24 03:11:32.753,2,True
269419,5,Great Watch,I love this watch. Easy to set and less complicated to use.,[],B000GAWSDG,B09TXZHKLG,AG2JXJSLVLHOJ5LRUXGKFROPAQKQ,2017-11-01 13:40:21.983,0,True
269813,5,Dang good value priced watch,"Love this watch, had four or five of them, they are value priced and last along time.",[],B000GAWSDG,B09TXZHKLG,AE4ML7HP5DS6TFEEXZ64BO45I3IA,2015-04-08 00:56:55.000,0,True
270123,5,A good cheap watch,"Nothing special. I haven't had any issues.  I'm glad I got it. It is water resistant so you can wear in the shower, and forget its there. The band does trap moisture, beware of a stinky wrist if you never take it off.  😊👍🏾",[],B000GAWSDG,B09TXZHKLG,AHSLU726OZLYWKONTUG7SZD63BLQ,2017-04-25 13:43:09.000,0,True
270147,5,Five Stars,Nice retro classic watch.,[],B000GAWSDG,B09TXZHKLG,AG5NPXH3XIUNP5FCWQTCYRMFCSRQ,2017-01-11 18:20:18.000,0,True
270240,5,Just as I expected! Love it!,I love this watch! I purchased a g-shock and after using both I kind of favor this one more due to its lightweight and also the fact that it can do everything that I need it to do.,[],B000GAWSDG,B09TXZHKLG,AEXCOPVONB5IPOEUYF6QFZHIBEXA,2016-09-16 06:37:09.000,1,True
270572,5,Casio goes forever,"I've been pretty good about keeping this dry, but have done a ton working out with it, so it's seen it's fair share of sweat and grime. Keeps on ticking... in a digital sense. Light on it is pretty weak... hardly lights up the whole screen - that said, it's ten bucks... hard to go wrong. for a cheap watch, it's great. I do sometimes wish I had spent a couple extra bucks on one that could go in the pool/shower with me.",[],B000GAWSDG,B09TXZHKLG,AECSXKOFFNFUF5OFSQKTFO2TKIEQ,2012-10-19 07:35:57.000,0,True
270746,5,Unbeatable price for quality,Cheap and works well. Bought it for swimming. I have been using this for several years. It is still the best for my Fridays and swimming sessions.,[],B000GAWSDG,B09TXZHKLG,AGOQRGDCRHJGW7Y6IPPOR75QKFEA,2013-03-10 05:50:09.000,0,True
272051,5,Great watch!,"Good brand, great price, well packed. You can never go wrong with Casio watches.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/7149m2ZocFL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/7149m2ZocFL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/7149m2ZocFL.jpg', 'attachment_type': 'IMAGE'}]",B000GAWSDG,B09TXZHKLG,AFSWDJNYGE7RA2CQTTPJI57KUL3Q,2018-02-02 04:18:02.994,0,True
272482,5,Five Stars,I bought this for the stop watch feature for grilling meat.,[],B000GAWSDG,B09TXZHKLG,AFGWHPA7Z7GNV4AZG5MVXXSMAGVQ,2017-05-13 23:44:26.000,1,True
272620,5,Everything is fine.,Exactly what one should expect - A totally reliable inexpensive watch.,[],B000GAWSDG,B09TXZHKLG,AHRL33MVKJ4CCME4BDGI24BU24KQ,2020-01-26 16:18:05.013,0,True
272723,5,best deal ice gotten in a long time,"Wear it everyday, best deal ice gotten in a long time",[],B000GAWSDG,B09TXZHKLG,AGRVXCXVX67KHHSQKL35SNGW2UWA,2015-08-12 15:53:40.000,0,True
272724,3,Plain Jane,For a basic watch it will do. The band does not look like it would last very long. But for the price you can't really complain.,[],B000GAWSDG,B09TXZHKLG,AFLYBL7YCKP3YRT7TI2YSRUDETIA,2014-11-15 20:52:43.000,0,True
272756,5,Custodian,"A small watch for a great value, you dont even know you are wearing it.  Great job Amazon",[],B000GAWSDG,B09TXZHKLG,AHOMXH2F5HY7HA53LQE7RDU2DCFA,2014-11-27 22:47:24.000,0,True
272757,5,Basic digital watch does the job.,"Dislike Built in light is green and illuminates 25% of the screen.<br />Likes Easy to program, alarm and stopwatch function.",[],B000GAWSDG,B09TXZHKLG,AHE66BKERUL2CLRU5A4TWF4BZTSQ,2020-06-25 04:05:02.765,0,True
272847,5,thought it was too small at first... but...,"I knew this watch was small before I even placed the order. When I received it, I regretted it a little and was almost embarrassed to wear it. But after wearing it around for a few hours I started admiring the lightness. I almost forgot I had it on. I started wearing this watch daily. I wear this watch when I work out or when Im working in the shop (construction and fabricating). The best part is that its actually pretty rugged. Ive had dirt, grease, saw dust etc. all over my watch and all it took was a rinse under the faucet and it was back to normal.<br /><br />The dinky LED on the left of the screen really doesnt illuminate much. But for the most part, its better than nothing. Overall, I highly recommend it for its durability and value.",[],B000GAWSDG,B09TXZHKLG,AE7AEDRFEV77NJ2DXT6WHGVGEJ7Q,2013-08-10 03:49:00.000,0,True
273534,5,great light weight wrist watch,"I've been using this watch for several years. They are inexpensive, and easy to replace. I do construction work and it's important for me to have a watch and strap that can get wet or dirty. Easy to clean off. The slim profile (5/16&#34;) helps it not get in the way. It's also very light weight. This watch will probably not impress anyone at a dinner but if you're doing sports or getting dirty and you want an inexpensive watch that works well, this is the one.",[],B000GAWSDG,B09TXZHKLG,AHRBEP2VVWQQL653ZBZEG2WWJHDQ,2014-06-16 18:13:35.000,1,True
273859,5,Classic!,Just pure classic. My son loves this watch.,[],B000GAWSDG,B09TXZHKLG,AFH6TJTV2VILAI3LIA6EBBJK5UQA,2017-07-08 05:57:24.161,1,True
273910,3,Almost,"I love the size (tiny) and the weight (almost unnoticeable) of this watch, as well as the price and the simplicity. I had hoped to reduce the number of times a day I needed to look at my smartphone - and for that, it works. But I cannot see it well enough to use it when it is dark, and the timer (and alarms) are not super useful to me. I'll likely need to find something with a better light.",[],B000GAWSDG,B09TXZHKLG,AE4N7QGG2GQMFOGO4SECAXI6TWUQ,2019-12-30 19:44:00.231,0,True
274272,5,"Durable, functional.",I was raised that men don't wear jewelry. This watch just delights those New England yankee puritan sensibilities.,[],B000GAWSDG,B09TXZHKLG,AEJ2OHVHRZUKD2GZWGV6VASEK7OQ,2016-04-20 06:48:55.000,0,True
274358,5,"Arrived promptly, as described!  AA++","Arrived promptly, as described!  AA++",[],B000GAWSDG,B09TXZHKLG,AHA3GYTWDTRBLOW3EJL2UWVW3ELQ,2022-08-30 18:30:41.506,0,True
275415,5,Perfect!,Classic!,[],B000GAWSDG,B09TXZHKLG,AFVBMXV4VMU6TKFRHMFVM6SNEK5Q,2018-08-10 09:39:57.368,0,True
275687,1,One Star,Looks like a cheap toy watch.,[],B01MZF6LL2,B09TXZHKLG,AFHS2MKD4R6Y2T7R7KQPSXEJDOMA,2018-03-29 19:55:35.598,0,True
275748,3,"Solid, Basic, Political, Small","To tell the truth I got this watch when I read about it being the sole reason some people have been held indefinitely in guantanimo. It'sone of the most commonly sold an used watches on the planet and somehow owning it is an indicator of guilt?<br /><br />Anyway... it's a very basic watch, it tells you the date and time, has an alarm, a stopwatch, a backlight... everything you really need. The only thing that makes me ding it down a couple stars is the band size. I'm not an overly large man and I have to wear it on the last hole which is a little fiddly and makes the very end stick out and catch on things. I usually end up just tossing it in my pocket.",[],B000GAWSDG,B09TXZHKLG,AFLOIWIUYBK7DGCCQQXWHYWIOBJA,2010-11-02 22:36:22.000,2,False
276004,4,Me gustó pero la correa es tiesa,La correa es muy tiesa y no da buena horma en el brazo,[],B086RNZX13,B09TXZHKLG,AHS4Y6MDCL4MTYWWCRNMSASHAKQA,2021-02-19 15:08:58.885,0,True
276496,5,Great Digital Watch,Good watch that has endured some punishment.,[],B000GAWSDG,B09TXZHKLG,AGJZORXU3H2OODSLIELBVLZMBLYQ,2020-06-20 04:42:56.529,0,True
276512,4,Good product for the young with good eyesight,Too hard to set up for this 90 yr old..but I always bought Casssio..,[],B000GAWSDG,B09TXZHKLG,AHXZDJN6LEY7HO4EBUE6I22JXXKA,2020-08-01 18:09:10.700,0,True
276657,5,Perfect Watch for Men or Women,I love the look and function of the watch.  Excellent for the price.,[],B01MZF6LL2,B09TXZHKLG,AGF5ISUV7OWJBPB5XWTYAGUUVS2Q,2018-05-15 12:35:29.756,0,True
276658,5,Perfect Watch for Men or Women,I love the look and function of the watch.  Excellent for the price.,[],B01MZF6LL2,B09TXZHKLG,AGF5ISUV7OWJBPB5XWTYAGUUVS2Q,2018-05-15 12:35:29.756,0,True
276690,3,Three Stars,Works for my use. Keeps time on my daily 5 mile walks.,[],B000GAWSDG,B09TXZHKLG,AG37BMQFNTWQPA4I5FMWPIF6Y4RQ,2015-11-27 18:50:16.000,0,True
277234,3,Very small,But works ok.,[],B000GAWSDG,B09TXZHKLG,AF2DB4ERWDVHTACWCXGYEFWC2MSQ,2018-04-19 19:46:54.760,0,True
277865,5,It’s a Casio!,Casio’s cheapest watch. Super cheap but decently built. Great for a collection or a everyday beater. Great for traveling to third world countries. Comfortable and lightweight.,[],B000GAWSDG,B09TXZHKLG,AGD7H63BR5WHACRCLFKH6LSJN3LA,2019-07-31 08:16:35.817,1,True
279043,4,An extremely inexpensive version of the originals which looks and works fine.,"Honestly, I bought it only for the strap which is the closest match I could find for the old original Marlin (106 H110) made in Japan version of the watch I've owned since 1980.  Aside from that, the watch works and functions just fine and I put an old strap on it and gave it to my son.",[],B000GAWSDG,B09TXZHKLG,AH4AZOJ2PGCRKTDED2SGZXOOKRGQ,2020-09-21 20:56:44.948,0,True
279066,5,It gets the job done,"I was looking for a cheap, reliable watch that I could use when I'm out fishing in saltwater, and this watch has not yet disappoint. I've dunked it in saltwater so many times, and it just keeps running without any problems. It has become my daily watch. I lost my 1st one, so I ordered another one and I couldn't be happier with the product. The built-in light isn't the best, but it's good enough.",[],B000GAWSDG,B09TXZHKLG,AEWJNWIFKSN4CHTHM7BZ7SZLE7RQ,2021-04-01 13:43:46.437,0,True
279182,4,Not Adult Size,"The watch looks great.  However, I was surprised at how small it is, and I am not a big guy. In my opinion, this watch is more appropriate for a young person.  Instead of returning it, I am giving it to a nephew who is in the 5th grade.",[],B000GAWSDG,B09TXZHKLG,AGMRZAHN7YFHP7P3BSHEABXFK2AQ,2019-02-26 03:43:47.055,0,True
279412,1,Cheap product,"This is a cheap product which I am ashamed to pick up from the box. Extreme buyers remorse. I wonder if its possible to return or exchange? I feel it belongs in the garbage. Unworthy product, what can I say? I suppose you coud give it to your cat -- this is a shameful product that I would feel embarrassed to donate. There are better products out there, this one is a piece of plastic that belongs in a 3 year old toy box. Thoroughly disappointed - I used to have a Casio but it was a way better quality and self illuminated in the dark. You get what you pay for: save your money , get yourself a Cappucino instead. Cheaply made, all plastic case, green puny light which lights up for a second, very small face of watch. It came not set, but with a sheet of instructions. I didn't bother to read it. It's now in my garage.",[],B000GAWSDG,B09TXZHKLG,AFKN2XDGFCRPTB2ZUQJFBINK5OFQ,2013-11-15 22:59:39.000,0,True
279642,5,great product,very good watch,[],B000GAWSDG,B09TXZHKLG,AEW5MLAKFXFNYGOT4LEL3R6K4UVA,2019-04-23 16:47:00.488,0,True
279787,4,works ok,"Works great, easy to program, but the wrist band is very small. I have a normal male wrist and i have the band on rhe last adjustment hole",[],B000GAWSDG,B09TXZHKLG,AG2ZKKTJMEP4M5KDRCXMCOKCOY2A,2021-06-11 12:19:59.259,0,True
280789,5,Smarter purchase than replacement watch band,Less expensive for the watch than the replacement watch band and the expected Casio quality for their inexpensive digital watch,[],B000GAWSDG,B09TXZHKLG,AHBTZRZ5OXMCOJ6MSVBBZFBIKMIA,2013-03-13 12:26:57.000,0,True
282448,5,This is a watch that every man (and women too) should own.,"This watch is worth every penny, I don't feel bad about getting it scratched up, cheap enough to replace when necessary but you won't need to for a long time if you treat it nicely.",[],B000GAWSDG,B09TXZHKLG,AFZLMVEZDIUBK4L5LTDVFESGVSDQ,2019-07-30 03:56:27.477,0,True
282449,4,Classic,All the appeal of the 80's wrapped up in a small box.<br />The small size is the perfect antithesis of the giant audacity often found in today's watches,[],B000GAWSDG,B09TXZHKLG,AEY53CMGINPTXVAPBMKCZDF32DQQ,2021-06-17 20:36:52.708,0,True
283069,5,Inexpensive but works,Works great for an inexpensive watch,[],B000GAWSDG,B09TXZHKLG,AHTLEBLTV36ZPNKLNFRKYFALWWOQ,2020-06-12 21:13:29.494,0,True
283484,5,Five Stars,Husband loves it.,[],B01N7XKNSX,B09TXZHKLG,AFPSLDMHSUAHAMC2D5RRW7HEPWNA,2017-06-18 19:42:29.194,2,True
283944,5,Retro,"Love the retro look, works great, awesome price, shipped fast",[],B07BQXXNQY,B09TXZHKLG,AGGWK3MVT3L3WLXISGRDAEA5CLCA,2019-04-04 01:08:37.057,1,True
284976,5,Great Watch,Love this watch. Does what a watch needs to do and it looks good doin it.,[],B01MZF6LL2,B09TXZHKLG,AEH5QRZ26PY3WG7CJUJGXOZ75A6A,2019-01-28 15:47:51.623,0,True
285608,5,Good watch.,I like this watch. The only dislike is that the light is not too powerful.,[],B086RNZX13,B09TXZHKLG,AHQC6ZWWGDD7I2L7DHAXBMJNATPQ,2020-12-01 01:31:40.517,0,True
286016,5,Casio Nostalgia in 2017,Smaller on my wrist compared to other watches I own; I wear it on the 7th hole. I don’t care if it gets scratched up because it was $11. Seems to be more water resistant than it says because I forgot to take it off one night to give my daughter a bath and it was fine. I’ve also done the dishes with it on without issue. Light is barely adequate and sometimes my wrist will hit the 12hr/24hr button but it’s part of the nostalgia.,[],B000GAWSDG,B09TXZHKLG,AFJQRKLZLAO46NRZY6SQUSEIFF6Q,2017-12-31 18:52:25.423,0,True
288756,5,I like it,"I've never been a big fan of watches.  I have crazy skinny wrists and every watch before, especially the ""nicer"" (which really means more expensive) ones would just slide up and down my arm.<br /><br />The band on this watch is perfect and could probably fit around a babies wrist, or a really big dudes wrist.  Not really, but close.  It has all the reliability and function I need.  I've only had it for about a week but it's already been submerged in water, smacked and what not and it's still perfect.<br /><br />I really just want something to tell time.  This does that, has a stopwatch and alarm and other basic features.  This is a really comfortable watch and serves its purpose well.  I think it was an excellent purchase.  A great no nonsense, no frills watch.",[],B000GAWSDG,B09TXZHKLG,AGIGXXMWM75QU2E77QOIHYFNGHGA,2008-09-23 17:41:44.000,4,False
288787,5,Great,Keeps time and I like Casio brand watches.,[],B000GAWSDG,B09TXZHKLG,AGAFKZN7PPHHOIKVJ7LFC2T4HMSQ,2016-02-14 23:38:13.000,0,True
289294,5,"Built for a smaller wrist, it fits mine just fine with three empty holes to spare","Built for a smaller wrist, it fits my wrist with just three holes to spare",[],B07C9F8XLL,B09TXZHKLG,AE3F7XDLEZGURHEQVETVFDC52Y2Q,2022-11-18 23:35:13.583,0,True
289385,5,Five Stars,"Came quickly and was exactly what I expected, it may not look fancy but it gets the job done.",[],B000GAWSDG,B09TXZHKLG,AG3SBY34H77LQ5VMGGIJOFO3ARLA,2014-08-25 01:34:35.000,0,True
289553,5,Good price. Watch looks nice,"Good price. Watch looks nice. I bought 2, one for my husband and one for me. Both came in good conditions","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/811pvXrD2gL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/811pvXrD2gL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/811pvXrD2gL.jpg', 'attachment_type': 'IMAGE'}]",B01MZF6LL2,B09TXZHKLG,AG3OAZXYZ5SHU7JGWXKYK6I6CI7Q,2018-07-15 16:46:17.941,0,True
290124,5,I would love it if Casio made a basic,"Listen, I'll be honest there's a lot of nostalgia for me on this one - but even so, it's hard to top the simple functionality of this watch at this price point. I was planning to only wear it for trail runs, but I've ended up just keeping it on all the time. I would love it if Casio made a basic, minimalist smartwatch out of it that could connect to my phone and give simple notifications.",[],B000GAWSDG,B09TXZHKLG,AGSEA3JZ5CAMGMSOBHOWO2BH4T4A,2018-09-17 14:30:31.143,0,True
290546,5,but it gets the job done just fine. I love how thin this watch is,"As others have mentioned, the light on this time piece is a little weak, but it gets the job done just fine. I love how thin this watch is. My coat doesn't get caught on it in the slightest. You just can't be that old school look. The display is simple and sharp. It's a classic.",[],B000GAWSDG,B09TXZHKLG,AGM375QCML7C6IA46ENCAKVCHTAQ,2016-01-15 20:46:01.000,0,True
291179,5,The watch to have !,"This watch never wears out. The band will break years before the watch its self. Been wearing this same model Casio for 20 years or more. Nothing fancy, just a time piece.",[],B000GAWSDG,B09TXZHKLG,AET5CJMHPRCMS7QLPV46W2CGZURQ,2020-07-12 22:11:21.706,0,True
292522,5,classics never die,"classic design, no muss no fuss",[],B000GAWSDG,B09TXZHKLG,AHVR4SSFISUG43B4YGHNJKA244YQ,2017-09-18 23:08:08.610,0,True
292614,5,Five Stars,Just what I needed and more.,[],B000GAWSDG,B09TXZHKLG,AFLM52NBIQ6THO4OL3P4HASIFUQA,2016-12-21 15:45:06.000,0,True
293183,5,It's a casio.,It's a casio. If you're looking at reviews for a casio than you must not see everyone wearing them for 1000s of years,[],B000GAWSDG,B09TXZHKLG,AFDI5JJQ3KRJWRHUNKRTBHC3MXOA,2018-09-26 14:39:21.730,0,True
293895,5,Gold and black watch,"Gifted it on Christmas, the receiver absolutley loved it! I also saw this watch at zumies for $75 and thought it was worth getting it although I must mention if you have small hands this watch is perfect for you but if you have big hands this watch may look a little small.",[],B01MZF6LL2,B09TXZHKLG,AFJXKXAM4J5BEM47XKEM6R4ELPLQ,2018-12-29 14:31:50.423,0,True
295632,5,Nice,Just like the Casio I had as a kid. My son loves it.,[],B000GAWSDG,B09TXZHKLG,AFQYIYFC5LMMIPBFF7WMOZWDHPKA,2019-09-23 23:12:00.475,0,True
296633,5,Casio is the best of the best when it comes to watch is like this,Wow what a terrific value. Nobody does this better than Casio. They wrote the book on watches like this. You don’t even need to think about it just get it.,[],B000GAWSDG,B09TXZHKLG,AFNGZR62INX5NBHY5JEMJTPV2GEA,2021-03-20 07:56:51.553,0,True
297323,5,solid buy,"its a $10 watch, its very much worth its price and does its job with a nice aesthetic",[],B000GAWSDG,B09TXZHKLG,AEWF5SBQIEWDMFRJGAQCCIUSCD3A,2020-07-17 09:08:15.092,0,True
297822,4,Obsessed!!!,"Edit days later: everything I said is true but a few days later it was some visible scratches on it. Had to knock it down a star from 5 to 4. Still great for the price. Bought for $15<br /><br />I am obsessed with this watch. I am a woman and was afraid it might be too big for my wrist or look too manly because it says men's but I took a chance and it fits beautifully! It's super light weight, easy to program and an incredible deal for the money. Planning to wear this in the water while on vacation!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/714vSxnE0RL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/714vSxnE0RL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/714vSxnE0RL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71YhsU-0NrL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71YhsU-0NrL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71YhsU-0NrL.jpg', 'attachment_type': 'IMAGE'}]",B01MZF6LL2,B09TXZHKLG,AHK7ZKO4WEEYXNJFSPN5XZBAZEAQ,2019-08-23 23:56:17.470,6,True
299323,5,Fancy,Husband very pleased with watch.  Very dressy looking.  We like it.,[],B01MZF6LL2,B09TXZHKLG,AHJ5YSHCKXGUOGBXUTBMCZZHVF7A,2020-02-28 01:33:05.122,0,True
299837,5,great purchase,"Got this for a garth costume (wayne's world). Its perfect. It was very easy to figure out how to change the time and date without reading the directions. I would recommend this even if its not for a costume, its a classic.",[],B000GAWSDG,B09TXZHKLG,AECPACXIGEA3KKSPWXTD7XJDWMOQ,2014-11-04 15:12:52.000,0,True
300006,5,Basic digital watch,Simple and works well.,[],B000GAWSDG,B09TXZHKLG,AEFLW4HER4A62N4SZKIXX4X7HHZQ,2018-07-03 21:30:37.677,0,True
300375,5,Great buy,Just as described an awesome watch but be careful it’s only water “resistant”,[],B01MZF6LL2,B09TXZHKLG,AEM2OLVPBZMEYN4FRSHZUZYYXQRA,2019-02-17 02:22:59.210,0,True
300716,5,Five Stars,Loved it!,[],B01MZF6LL2,B09TXZHKLG,AFZF5NJHRSE62LF273YKDITCVE6A,2017-10-30 21:10:55.028,1,True
300964,3,"Good, but spend a buck or 2 more for the F105W","Good, tough, inexpensive watch.  I love the classic 80's styling.  The light on it is pitiful though.  I found it to be useless in low light. I would recommend the slightly more expensive F-105W.  It's the same watch with the 'illuminator' glowlight.",[],B000GAWSDG,B09TXZHKLG,AGV6D74BWSXZN6A7KLOTBOX4GLAA,2016-12-02 02:18:49.000,1,True
301187,2,Great for nostalgia and kids,I got mine for the nostalgia and is great watch.  Was in tip too shape and works great.  The movement comes in many shapes and sizes but the module is simple.  As always I wish it had a countdown timer.,[],B000GAWSDG,B09TXZHKLG,AHOGBSFNE6DB3JN2V5H7PB663GAA,2022-03-12 22:18:23.213,0,True
